sdg_ids, name, type_ids, impact_description, description, website, contact_email, latitude, longitude
"17", Impact Working Group, "8", "Creates impact community in Poland", "Bringing forth greater social and environmental activity in Poland.", https://www.omgkrk.com/impact, email@example.org, 50.0469018, 19.8647888
